GeneSymbol1	GeneSymbol2	Distance
SEM3F	ITA9	0.757
SEM3F	NRP1	0.03
SEM3F	CALB1	0.818
SEM3F	HYAL1	0.828
SEM3F	FURIN	0.73
SEM3F	ITAX	0.734
SEM3F	CADH2	0.82
SEM3F	ERBB2	0.843
SEM3F	AKT1	0.798
SEM3F	CTDSL	0.754
SEM3F	J3KN71	0.699
SEM3F	DPYS	0.832
SEM3F	NOTC1	0.833
SEM3F	VEGFC	0.652
SEM3F	ZO1	0.817
SEM3F	EPHA4	0.76
SEM3F	VGFR1	0.588
SEM3F	VILL	0.813
SEM3F	NET3	0.838
SEM3F	DRAXI	0.757
SEM3F	GBRG1	0.827
SEM3F	PPBN	0.757
SEM3F	PLXB1	0.71
SEM3F	MAP1B	0.81
SEM3F	SHH	0.729
SEM3F	ANGP1	0.8
SEM3F	CDK5	0.804
SEM3F	DCTN5	0.843
SEM3F	NTF4	0.821
SEM3F	GBX2	0.835
SEM3F	RAC3	0.759
SEM3F	ROBO4	0.798
SEM3F	MRAP	0.83
SEM3F	CALB2	0.815
SEM3F	RND1	0.757
SEM3F	RHOD	0.841
SEM3F	DLEC1	0.783
SEM3F	DPYL2	0.771
SEM3F	RAB1B	0.807
SEM3F	VEGFB	0.657
SEM3F	GNAI2	0.626
SEM3F	UNC4	0.748
SEM3F	PLXD1	0.663
SEM3F	GDNF	0.824
SEM3F	NGN1	0.843
SEM3F	RAP2B	0.809
SEM3F	ZEB1	0.192
SEM3F	DPYL1	0.681
SEM3F	FGF8	0.8
SEM3F	PLXA4	0.553
SEM3F	IL3RA	0.693
SEM3F	TSPOA	0.714
SEM3F	CNTN2	0.782
SEM3F	EPHB3	0.667
SEM3F	J3KNP4	0.825
SEM3F	PTC1	0.844
SEM3F	UNC5A	0.765
SEM3F	UNC5B	0.729
SEM3F	FA21C	0.609
SEM3F	DCX	0.835
SEM3F	RTN4	0.84
SEM3F	UBA1	0.787
SEM3F	GIPC1	0.76
SEM3F	NET4	0.837
SEM3F	FHIT	0.765
SEM3F	GNAI1	0.676
SEM3F	RBM5	0.805
SEM3F	SEM4D	0.849
SEM3F	OTX2	0.829
SEM3F	SEM6A	0.823
SEM3F	FINC	0.799
SEM3F	RAC1	0.759
SEM3F	RASF1	0.661
SEM3F	HYAL2	0.773
SEM3F	SEM4F	0.785
SEM3F	MAPK3	0.781
SEM3F	EPHB4	0.84
SEM3F	MICA1	0.698
SEM3F	PLXB2	0.808
SEM3F	CLC4C	0.537
SEM3F	NRP2	0.018
SEM3F	DLX1	0.847
SEM3F	PLXB3	0.788
SEM3F	PLXA2	0.746
SEM3F	CD1C	0.671
SEM3F	ANPRA	0.692
SEM3F	EPHA7	0.781
SEM3F	LFA3	0.693
SEM3F	NGF	0.726
SEM3F	PLXA3	0.531
SEM3F	AMGO1	0.835
SEM3F	L1CAM	0.795
SEM3F	FMR1	0.799
SEM3F	PTEN	0.818
SEM3F	J3KPA4	0.204
SEM3F	SAR1A	0.807
SEM3F	SDF1	0.828
SEM3F	EPHB2	0.754
SEM3F	PPBT	0.757
SEM3F	NRCAM	0.742
SEM3F	SHBG	0.525
SEM3F	TY3H	0.805
SEM3F	LAMA1	0.417
SEM3F	PPB1	0.754
SEM3F	S35G2	0.799
SEM3F	ITA4	0.575
SEM3F	ROBO3	0.765
SEM3F	EPHB1	0.701
SEM3F	RHG35	0.183
SEM3F	CXCR4	0.835
SEM3F	CL16A	0.835
SEM3F	DCC	0.835
SEM3F	CNGA1	0.843
SEM3F	CA2D2	0.714
SEM3F	PTN6	0.821
SEM3F	RELN	0.764
SEM3F	TYRP2	0.709
SEM3F	NTF3	0.79
SEM3F	IFRD2	0.8
SEM3F	UNC5C	0.764
SEM3F	TRXR1	0.839
SEM3F	BDNF	0.66
SEM3F	ROBO2	0.631
CFTR	MPRD	0.838
CFTR	FKBP4	0.8
CFTR	USH1C	0.834
CFTR	IFRD1	0.701
CFTR	PDK2	0.844
CFTR	CBPA1	0.838
CFTR	CD4	0.671
CFTR	NDKA	0.186
CFTR	SCTR	0.71
CFTR	OTC	0.762
CFTR	BEST2	0.626
CFTR	GRN	0.771
CFTR	VAMP3	0.66
CFTR	RFC2	0.809
CFTR	GNA11	0.845
CFTR	KCNQ1	0.476
CFTR	ANO8	0.849
CFTR	CTTB2	0.537
CFTR	TNR1A	0.823
CFTR	CELR3	0.538
CFTR	PYGM	0.82
CFTR	J3QK85	0.733
CFTR	SECR	0.485
CFTR	ERLEC	0.832
CFTR	AQP2	0.391
CFTR	TXND3	0.807
CFTR	CETP	0.843
CFTR	MT3	0.66
CFTR	ST2B1	0.82
CFTR	MRP6	0.839
CFTR	ESR1	0.728
CFTR	DHYS	0.673
CFTR	GSTA3	0.693
CFTR	VINC	0.84
CFTR	STX1B	0.524
CFTR	AMELY	0.796
CFTR	MADCA	0.784
CFTR	TB10A	0.817
CFTR	MK01	0.163
CFTR	XBP1	0.82
CFTR	HMOX1	0.827
CFTR	F10A1	0.726
CFTR	CATG	0.833
CFTR	PYGL	0.826
CFTR	PSA3	0.379
CFTR	AHSA1	0.5
CFTR	NTCP	0.77
CFTR	IKBA	0.837
CFTR	PYGB	0.828
CFTR	SO4A1	0.8
CFTR	CSK21	0.626
CFTR	TXNL1	0.694
CFTR	IDH3G	0.807
CFTR	FA9	0.575
CFTR	ABCD1	0.804
CFTR	NTH	0.807
CFTR	MMP2	0.812
CFTR	UBP10	0.03
CFTR	TSC2	0.773
CFTR	DECR2	0.835
CFTR	CHIP	0.028
CFTR	AQP8	0.626
CFTR	CDIPT	0.713
CFTR	AQP9	0.116
CFTR	THYG	0.694
CFTR	DECR	0.798
CFTR	HNRPL	0.838
CFTR	RNH2A	0.781
CFTR	SGTA	0.773
CFTR	TGFB1	0.385
CFTR	CD79A	0.726
CFTR	CDC37	0.771
CFTR	HYAS1	0.743
CFTR	SC5A5	0.837
CFTR	KXDL1	0.798
CFTR	CP343	0.74
CFTR	ABCF2	0.658
CFTR	HGF	0.795
CFTR	LAMB1	0.74
CFTR	CAV2	0.801
CFTR	STX1A	0.005
CFTR	CP3A5	0.738
CFTR	HYAL4	0.441
CFTR	PAI1	0.779
CFTR	SC61B	0.742
CFTR	VIME	0.469
CFTR	ACTA	0.785
CFTR	PERM	0.671
CFTR	CSF3	0.832
CFTR	P2RX1	0.622
CFTR	ASIC2	0.626
CFTR	CCL2	0.82
CFTR	HNF1B	0.807
CFTR	IL2	0.818
CFTR	HSP7C	0.002
CFTR	CCND1	0.849
CFTR	PANX1	0.781
CFTR	BIRC2	0.807
CFTR	SCF	0.804
CFTR	CLC2B	0.82
CFTR	ASIC1	0.74
CFTR	SCNNA	0.227
CFTR	IFNG	0.119
CFTR	CNOT2	0.743
CFTR	G3P	0.588
CFTR	SRSF9	0.82
CFTR	RSH4A	0.805
CFTR	MK14	0.171
CFTR	FIG4	0.743
CFTR	GHR	0.824
CFTR	HBEGF	0.805
CFTR	LYOX	0.838
CFTR	LCAP	0.771
CFTR	IL4	0.781
CFTR	SKP1	0.783
CFTR	GCR	0.629
CFTR	TRFL	0.626
CFTR	MLH1	0.733
CFTR	BCL6	0.807
CFTR	MSH2	0.74
CFTR	APOB	0.692
CFTR	SL9A2	0.324
CFTR	PASK	0.848
CFTR	GORS2	0.368
CFTR	MSH6	0.813
CFTR	CLCN6	0.52
CFTR	CLCA1	0.363
CFTR	APOA1	0.781
CFTR	PUR9	0.683
CFTR	TTHY	0.835
CFTR	SLIB	0.804
CFTR	PKD2	0.626
CFTR	ABCG2	0.748
CFTR	RHOQ	0.773
CFTR	TM214	0.692
CFTR	TADBP	0.566
CFTR	KCNJ8	0.535
CFTR	CATA	0.746
CFTR	NPY	0.804
CFTR	RAMP3	0.793
CFTR	DNAI1	0.805
CFTR	NGN3	0.832
CFTR	UNG	0.838
CFTR	ATP7B	0.766
CFTR	S61A1	0.092
CFTR	S36A1	0.771
CFTR	KCNJ2	0.765
CFTR	ELAF	0.82
CFTR	MRP7	0.803
CFTR	ATX1	0.801
CFTR	AATM	0.79
CFTR	SPHK2	0.773
CFTR	NTCP2	0.665
CFTR	S22A5	0.773
CFTR	RT07	0.493
CFTR	VASP	0.821
CFTR	SLUR1	0.73
CFTR	CASA1	0.772
CFTR	STAT	0.753
CFTR	WNK4	0.598
CFTR	DNAS1	0.695
CFTR	HSP72	0.7
CFTR	SGPP1	0.537
CFTR	EVI2A	0.812
CFTR	CALX	0.003
CFTR	IDUA	0.694
CFTR	ALR	0.84
CFTR	PEX1	0.754
CFTR	GGT1	0.784
CFTR	CALU	0.232
CFTR	PIAS1	0.815
CFTR	SNP23	0.321
CFTR	RBY1F	0.735
CFTR	LMAN1	0.727
CFTR	FBX44	0.804
CFTR	ATS2	0.84
CFTR	HBA	0.759
CFTR	ELN	0.771
CFTR	KCNA5	0.693
CFTR	J3KMZ9	0.67
CFTR	APOE	0.726
CFTR	ACTN4	0.8
CFTR	EPO	0.799
CFTR	SC6A8	0.776
CFTR	GFAP	0.815
CFTR	ABCB7	0.811
CFTR	VPP4	0.737
CFTR	FUS	0.843
CFTR	LEG3	0.821
CFTR	DNJB1	0.254
CFTR	CLC10	0.832
CFTR	CRP	0.807
CFTR	ACM3	0.817
CFTR	HPBP1	0.66
CFTR	NEUT	0.84
CFTR	RASK	0.818
CFTR	KCC1A	0.771
CFTR	TSHB	0.807
CFTR	GRP	0.726
CFTR	SO1B1	0.82
CFTR	ANXA1	0.82
CFTR	RDH1	0.84
CFTR	CDK4	0.809
CFTR	STX6	0.576
CFTR	KCC2B	0.799
CFTR	ABCB5	0.831
CFTR	IL6	0.604
CFTR	ACBG1	0.742
CFTR	CACO2	0.82
CFTR	SRSF1	0.682
CFTR	IL1RA	0.841
CFTR	DERL1	0.069
CFTR	CDSN	0.826
CFTR	TLR2	0.757
CFTR	CP1B1	0.74
CFTR	ABCG5	0.843
CFTR	SLC31	0.82
CFTR	FGFR3	0.824
CFTR	GUC2C	0.514
CFTR	J3KN23	0.731
CFTR	SYT1	0.787
CFTR	JKAMP	0.381
CFTR	LYSC	0.626
CFTR	SNCAP	0.795
CFTR	VWF	0.759
CFTR	UBE2K	0.835
CFTR	CLCN3	0.142
CFTR	SCRB1	0.8
CFTR	TRPV4	0.693
CFTR	RBM19	0.797
CFTR	CADH1	0.649
CFTR	VAC14	0.706
CFTR	J3KN30	0.57
CFTR	RB11A	0.236
CFTR	KCNH2	0.628
CFTR	PKD1	0.626
CFTR	RPE65	0.84
CFTR	WSB1	0.768
CFTR	B3AT	0.682
CFTR	DYH9	0.807
CFTR	MP2K4	0.812
CFTR	S12A2	0.66
CFTR	J3QSS1	0.673
CFTR	CSK22	0.646
CFTR	J3KN34	0.823
CFTR	NHRF1	0.001
CFTR	ATP4A	0.576
CFTR	CELR1	0.64
CFTR	PRKX	0.2
CFTR	XRCC1	0.772
CFTR	KCNN4	0.46
CFTR	KCNQ4	0.838
CFTR	ARC1A	0.771
CFTR	CAZA1	0.693
CFTR	J3KN38	0.799
CFTR	P2RX3	0.781
CFTR	TYRO	0.66
CFTR	IL1B	0.103
CFTR	SNAA	0.732
CFTR	ELNE	0.576
CFTR	EPCAM	0.743
CFTR	TYRO3	0.792
CFTR	LRP2	0.693
CFTR	ABCBB	0.721
CFTR	RND3	0.82
CFTR	SL9A1	0.728
CFTR	CTCF	0.829
CFTR	CBL	0.134
CFTR	LPH	0.821
CFTR	FYV1	0.68
CFTR	SUIS	0.681
CFTR	KGP2	0.4
CFTR	UBE2S	0.695
CFTR	ASPG	0.837
CFTR	VPP1	0.74
CFTR	COLI	0.807
CFTR	ICAM1	0.701
CFTR	S12A7	0.821
CFTR	SL9A3	0.123
CFTR	ZAP70	0.66
CFTR	J3KN47	0.57
CFTR	KNG1	0.625
CFTR	GOLP3	0.688
CFTR	MSH3	0.79
CFTR	DYH5	0.809
CFTR	EGF	0.626
CFTR	SC24B	0.745
CFTR	SIL1	0.657
CFTR	TRPV5	0.731
CFTR	ABCB6	0.826
CFTR	VDAC1	0.835
CFTR	RAD50	0.692
CFTR	UBE2B	0.818
CFTR	PITX1	0.843
CFTR	SRF	0.153
CFTR	CREM	0.844
CFTR	DPOLB	0.792
CFTR	NBN	0.805
CFTR	ST7	0.798
CFTR	WNT2	0.631
CFTR	MTP	0.84
CFTR	KAP2	0.379
CFTR	CLCN2	0.534
CFTR	VPP3	0.788
CFTR	ANK1	0.712
CFTR	S26A4	0.52
CFTR	KAP3	0.297
CFTR	MDR3	0.687
CFTR	MDR1	0.621
CFTR	K4DI87	0.812
CFTR	MOTI	0.805
CFTR	SC5A4	0.82
CFTR	CAC1C	0.773
CFTR	SO1C1	0.798
CFTR	RB	0.838
CFTR	DOXA1	0.8
CFTR	S27A2	0.833
CFTR	TPM1	0.74
CFTR	HEXA	0.781
CFTR	FURIN	0.683
CFTR	ABCA8	0.769
CFTR	NPC1	0.83
CFTR	P53	0.682
CFTR	ERBB2	0.735
CFTR	SODC	0.761
CFTR	AKT1	0.682
CFTR	SC6A3	0.82
CFTR	PDE4A	0.52
CFTR	CELR2	0.64
CFTR	CXA5	0.82
CFTR	FCG2A	0.805
CFTR	MEF2D	0.801
CFTR	ARF1	0.84
CFTR	LBR	0.741
CFTR	RENI	0.681
CFTR	ABCG8	0.834
CFTR	CALM	0.52
CFTR	RS27A	0.738
CFTR	ABCAC	0.848
CFTR	RAB5A	0.069
CFTR	B3A3	0.81
CFTR	FRIH	0.694
CFTR	CISD2	0.674
CFTR	IL9	0.817
CFTR	MUTA	0.81
CFTR	TAAR1	0.379
CFTR	EGFR	0.632
CFTR	GON1	0.8
CFTR	NOTC1	0.804
CFTR	E9PDR3	0.796
CFTR	UTER	0.726
CFTR	EAA2	0.781
CFTR	J3KN83	0.729
CFTR	PAK1	0.807
CFTR	ATM	0.728
CFTR	ST14	0.815
CFTR	PP4C	0.843
CFTR	ODP2	0.697
CFTR	NGLY1	0.757
CFTR	MMAA	0.801
CFTR	ZO1	0.442
CFTR	GRID2	0.717
CFTR	PTHY	0.66
CFTR	CRGC	0.692
CFTR	KCC4	0.843
CFTR	YAP1	0.846
CFTR	CXA1	0.66
CFTR	GRM1	0.196
CFTR	SCN3A	0.768
CFTR	SCN2A	0.791
CFTR	AT11A	0.532
CFTR	UBIP1	0.717
CFTR	AT8B1	0.826
CFTR	KCJ16	0.765
CFTR	J3KN95	0.788
CFTR	OR8A1	0.818
CFTR	J3KN97	0.339
CFTR	ABCA6	0.772
CFTR	ASZ1	0.692
CFTR	LY96	0.838
CFTR	CXAR	0.813
CFTR	ENTK	0.805
CFTR	A4	0.772
CFTR	MYO5B	0.162
CFTR	MRP3	0.825
CFTR	CAH2	0.499
CFTR	ALDR	0.772
CFTR	S26A2	0.621
CFTR	KCMA1	0.57
CFTR	AIFM1	0.84
CFTR	BAG4	0.781
CFTR	SMS	0.717
CFTR	SC6A1	0.804
CFTR	PPARG	0.759
CFTR	HMDH	0.681
CFTR	DP13A	0.849
CFTR	NPCL1	0.818
CFTR	41	0.76
CFTR	KCNE2	0.66
CFTR	AMFR	0.115
CFTR	ACE	0.73
CFTR	PIP	0.693
CFTR	CALM	0.52
CFTR	S10A1	0.792
CFTR	ANO10	0.847
CFTR	CCR5	0.821
CFTR	CUX1	0.843
CFTR	LRWD1	0.765
CFTR	HBE	0.726
CFTR	WNT1	0.813
CFTR	AQP5	0.485
CFTR	CELA1	0.771
CFTR	PDZ1I	0.726
CFTR	REL	0.799
CFTR	TGFA	0.833
CFTR	ANFC	0.732
CFTR	PPBN	0.572
CFTR	PPBI	0.79
CFTR	AT1A1	0.735
CFTR	S4A7	0.347
CFTR	ALBU	0.46
CFTR	FLNB	0.735
CFTR	ABHD6	0.8
CFTR	CAND2	0.838
CFTR	RYK	0.849
CFTR	CASR	0.726
CFTR	RPN1	0.799
CFTR	OPSD	0.62
CFTR	RFC4	0.807
CFTR	J3KNB4	0.726
CFTR	PAR2	0.695
CFTR	ISK1	0.25
CFTR	IL3	0.824
CFTR	CSF2	0.748
CFTR	SHH	0.84
CFTR	CO1A2	0.771
CFTR	LMTK2	0.187
CFTR	ADCY1	0.815
CFTR	DEFB1	0.771
CFTR	NOS3	0.539
CFTR	ASIC3	0.179
CFTR	PDP1	0.757
CFTR	WNK2	0.697
CFTR	AQP7	0.157
CFTR	AQP3	0.494
CFTR	WDFY2	0.66
CFTR	KTU	0.805
CFTR	HPRT	0.843
CFTR	PAI2	0.82
CFTR	J3KNC9	0.833
CFTR	ENPL	0.796
CFTR	SL9A5	0.804
CFTR	AMPN	0.717
CFTR	SCNNG	0.228
CFTR	STAT6	0.186
CFTR	NOD2	0.785
CFTR	CAH4	0.726
CFTR	RAB8A	0.182
CFTR	CP2A6	0.746
CFTR	SPIT2	0.802
CFTR	CS048	0.71
CFTR	ABCA3	0.758
CFTR	G8JLA7	0.682
CFTR	SRC8	0.799
CFTR	LEG4	0.768
CFTR	PRL	0.755
CFTR	KCNK9	0.84
CFTR	AT1A3	0.797
CFTR	SPYA	0.845
CFTR	IGF1	0.759
CFTR	HSP74	0.042
CFTR	CDY1	0.676
CFTR	CDY1	0.703
CFTR	ACES	0.772
CFTR	RNAS2	0.724
CFTR	O52A5	0.817
CFTR	J3KND8	0.738
CFTR	BCR	0.311
CFTR	MPIP1	0.784
CFTR	RBY1A	0.74
CFTR	PPID	0.772
CFTR	INSR	0.765
CFTR	ABCG4	0.68
CFTR	MUC4	0.15
CFTR	RAC3	0.782
CFTR	REG3A	0.765
CFTR	AA2BR	0.844
CFTR	UBB	0.689
CFTR	P2RY1	0.732
CFTR	S26A5	0.621
CFTR	CASK	0.586
CFTR	IL13	0.74
CFTR	F195A	0.815
CFTR	STX8	0.693
CFTR	ADRB2	0.133
CFTR	LYAG	0.835
CFTR	USH2A	0.727
CFTR	STIP1	0.339
CFTR	KPCE	0.37
CFTR	FOS	0.729
CFTR	KCNJ4	0.659
CFTR	IL8	0.501
CFTR	OGG1	0.805
CFTR	BGAL	0.759
CFTR	E2AK3	0.783
CFTR	CYC	0.781
CFTR	U2AF2	0.804
CFTR	EF2	0.844
CFTR	HMGA1	0.765
CFTR	COMD1	0.361
CFTR	DNAI2	0.807
CFTR	P2Y14	0.781
CFTR	THRB	0.8
CFTR	AA1R	0.74
CFTR	TRY1	0.389
CFTR	PMP22	0.788
CFTR	PLMN	0.838
CFTR	S26A7	0.57
CFTR	TERT	0.812
CFTR	KAPCA	0.033
CFTR	GLIS1	0.651
CFTR	P2RY6	0.52
CFTR	RASH	0.729
CFTR	CD34	0.804
CFTR	IRF3	0.813
CFTR	P2RY2	0.331
CFTR	KCNE3	0.57
CFTR	CASP3	0.693
CFTR	AQP1	0.535
CFTR	2AAB	0.379
CFTR	J3KNG9	0.571
CFTR	GSTM1	0.821
CFTR	OXSR1	0.706
CFTR	EXO1	0.814
CFTR	FUT1	0.8
CFTR	MUC13	0.8
CFTR	ARBK1	0.8
CFTR	PA21B	0.681
CFTR	TPMT	0.835
CFTR	CSPG4	0.381
CFTR	LEP	0.8
CFTR	IKBB	0.76
CFTR	GNAI2	0.818
CFTR	PABP1	0.79
CFTR	WNK1	0.631
CFTR	FUZZY	0.833
CFTR	DAB2	0.174
CFTR	PDS5B	0.832
CFTR	DNJA2	0.848
CFTR	VAMP2	0.731
CFTR	CDC42	0.787
CFTR	GLCM	0.771
CFTR	KCNA2	0.757
CFTR	ZHX2	0.799
CFTR	RNF31	0.84
CFTR	G8JLB0	0.818
CFTR	KCNJ1	0.034
CFTR	PSPC	0.626
CFTR	UBE2N	0.807
CFTR	IF4G1	0.804
CFTR	MET	0.733
CFTR	KGUA	0.82
CFTR	STX4	0.804
CFTR	EEA1	0.751
CFTR	DUOX1	0.847
CFTR	OS9	0.826
CFTR	ODBB	0.799
CFTR	AQP10	0.714
CFTR	S12A4	0.839
CFTR	H17B6	0.826
CFTR	AQP11	0.838
CFTR	KCC2G	0.773
CFTR	TSN16	0.653
CFTR	CXCR2	0.821
CFTR	PRSS8	0.703
CFTR	KPYM	0.82
CFTR	SL9A9	0.783
CFTR	AQP6	0.784
CFTR	PSA	0.81
CFTR	NOS1	0.662
CFTR	CALR	0.572
CFTR	GTR4	0.802
CFTR	TKN1	0.66
CFTR	PAR1	0.815
CFTR	APOA	0.757
CFTR	NPT2A	0.817
CFTR	PTH1R	0.771
CFTR	O52E2	0.773
CFTR	DPOE1	0.538
CFTR	EXOC3	0.841
CFTR	GTR2	0.787
CFTR	FOXJ1	0.805
CFTR	GRP78	0.76
CFTR	CP2B6	0.695
CFTR	YES	0.759
CFTR	2AAA	0.354
CFTR	J3QST7	0.74
CFTR	STK11	0.765
CFTR	PRGR	0.805
CFTR	FBN1	0.835
CFTR	CNTN1	0.832
CFTR	MRE11	0.815
CFTR	HS90B	0.703
CFTR	SRRM1	0.807
CFTR	OR2G3	0.847
CFTR	PSN1	0.795
CFTR	NHRF4	0.083
CFTR	FLNC	0.683
CFTR	VIPR1	0.84
CFTR	NOS2	0.583
CFTR	PDIA1	0.799
CFTR	KCJ12	0.654
CFTR	KCNA4	0.74
CFTR	P5CR1	0.82
CFTR	UTY	0.741
CFTR	SCN5A	0.695
CFTR	TSPOA	0.391
CFTR	ERD21	0.818
CFTR	TBK1	0.726
CFTR	TMPS2	0.736
CFTR	IP6K2	0.751
CFTR	HGS	0.828
CFTR	STING	0.733
CFTR	GAST	0.771
CFTR	NPL4	0.62
CFTR	ACTG	0.805
CFTR	CALC	0.73
CFTR	TBX1	0.807
CFTR	CO4A5	0.798
CFTR	VPP2	0.817
CFTR	PTC1	0.682
CFTR	BEST3	0.693
CFTR	RIPK4	0.781
CFTR	CP2AD	0.848
CFTR	CLCKA	0.8
CFTR	NAC1	0.781
CFTR	CXG1	0.82
CFTR	IPSP	0.757
CFTR	LAMP1	0.74
CFTR	KCND2	0.693
CFTR	RB11B	0.607
CFTR	EVI2B	0.807
CFTR	HBB	0.701
CFTR	HDAC6	0.124
CFTR	CP2R1	0.815
CFTR	HS90A	0.095
CFTR	EDNRB	0.796
CFTR	GSTA1	0.693
CFTR	CCKN	0.693
CFTR	NR1I2	0.844
CFTR	P2RX4	0.833
CFTR	AA2AR	0.784
CFTR	ALDOA	0.805
CFTR	SE1L1	0.726
CFTR	SODM	0.694
CFTR	EDN3	0.776
CFTR	AQ12A	0.824
CFTR	KCNE1	0.572
CFTR	S22A8	0.84
CFTR	SEC62	0.676
CFTR	CIDEB	0.773
CFTR	AKAP1	0.183
CFTR	LCK	0.8
CFTR	CP3A4	0.697
CFTR	V2R	0.726
CFTR	PLCB1	0.833
CFTR	SYUA	0.807
CFTR	UB2G2	0.576
CFTR	SPB6	0.832
CFTR	CEL3B	0.759
CFTR	UBA1	0.82
CFTR	FGF1	0.823
CFTR	STX3	0.683
CFTR	EZRI	0.04
CFTR	MUC1	0.76
CFTR	TBB5	0.82
CFTR	GRB2	0.84
CFTR	J3KNS5	0.841
CFTR	CAV1	0.728
CFTR	TSP4	0.843
CFTR	CLCN1	0.728
CFTR	KPYR	0.798
CFTR	KCNJ5	0.757
CFTR	CH60	0.738
CFTR	TLR5	0.74
CFTR	CD59	0.778
CFTR	ASM	0.727
CFTR	RASF6	0.807
CFTR	ESPB1	0.79
CFTR	GIPC1	0.82
CFTR	SP6	0.727
CFTR	TAU	0.798
CFTR	PTN11	0.832
CFTR	SC61G	0.638
CFTR	S26A9	0.055
CFTR	ROA1	0.667
CFTR	CP1A2	0.785
CFTR	CATB	0.838
CFTR	SLPI	0.838
CFTR	NHRF3	0.007
CFTR	CLD4	0.82
CFTR	J3KNU7	0.694
CFTR	USP9Y	0.704
CFTR	RADI	0.114
CFTR	ADCY2	0.102
CFTR	SERC1	0.816
CFTR	SP100	0.781
CFTR	GNAI1	0.839
CFTR	PLM	0.759
CFTR	PKN1	0.757
CFTR	P2RX2	0.631
CFTR	CXA4	0.821
CFTR	ESR2	0.812
CFTR	ABCA2	0.741
CFTR	GRM8	0.792
CFTR	RNAS1	0.759
CFTR	FXYD5	0.199
CFTR	CTNB1	0.82
CFTR	CBS	0.724
CFTR	MERL	0.817
CFTR	UBC	0.001
CFTR	PSPB	0.715
CFTR	A6NHU9	0.771
CFTR	NEDD4	0.254
CFTR	J3KPS0	0.82
CFTR	KCJ11	0.535
CFTR	ATP7A	0.751
CFTR	DLG1	0.812
CFTR	SCNNB	0.286
CFTR	HYALP	0.804
CFTR	S26A3	0.327
CFTR	ANXA2	0.168
CFTR	GPX4	0.84
CFTR	AAPK1	0.154
CFTR	TAP1	0.824
CFTR	FBX2	0.625
CFTR	SCN8A	0.82
CFTR	CKAP5	0.815
CFTR	WNK3	0.578
CFTR	ROA2	0.8
CFTR	FINC	0.681
CFTR	NKX21	0.844
CFTR	PDE5A	0.714
CFTR	HD	0.798
CFTR	ENTP2	0.695
CFTR	OCLN	0.66
CFTR	KELL	0.771
CFTR	ANO1	0.631
CFTR	5HT3A	0.818
CFTR	S26A8	0.28
CFTR	UBE2H	0.694
CFTR	RET	0.82
CFTR	A1AT	0.728
CFTR	ATTY	0.844
CFTR	MBP	0.807
CFTR	STK39	0.799
CFTR	RAC1	0.787
CFTR	RENT2	0.838
CFTR	IGBP1	0.807
CFTR	G6PI	0.85
CFTR	PIGR	0.663
CFTR	INSR2	0.483
CFTR	ITAL	0.79
CFTR	MYLIP	0.764
CFTR	DNLI4	0.804
CFTR	PTBP1	0.727
CFTR	MPRI	0.805
CFTR	PICK1	0.74
CFTR	CALM	0.531
CFTR	GUC2A	0.341
CFTR	CHD4	0.771
CFTR	PEX2	0.742
CFTR	DLK2	0.799
CFTR	ACTB	0.805
CFTR	MVP	0.631
CFTR	RA1L2	0.681
CFTR	PPLA	0.772
CFTR	BRCA1	0.58
CFTR	S4A5	0.817
CFTR	J3KP15	0.823
CFTR	TES	0.636
CFTR	SRC	0.625
CFTR	NF1	0.754
CFTR	ROAA	0.628
CFTR	EPHA2	0.799
CFTR	CASP8	0.82
CFTR	SYN3	0.632
CFTR	DPOLZ	0.537
CFTR	TERA	0.017
CFTR	PTPA	0.82
CFTR	M3K5	0.807
CFTR	PDE3A	0.123
CFTR	KCNQ2	0.74
CFTR	DYH8	0.25
CFTR	D3VVP3	0.755
CFTR	TRPV6	0.82
CFTR	KCNK5	0.798
CFTR	MYO1C	0.847
CFTR	APAF	0.837
CFTR	2B1G	0.771
CFTR	TFR1	0.628
CFTR	FA8	0.694
CFTR	MOES	0.567
CFTR	MYLK	0.728
CFTR	MK08	0.821
CFTR	NEP	0.804
CFTR	EST1	0.832
CFTR	DPP4	0.844
CFTR	DNJC5	0.062
CFTR	TRY3	0.539
CFTR	STAT1	0.826
CFTR	AT1A2	0.8
CFTR	MTOR	0.82
CFTR	FZD5	0.697
CFTR	PGH1	0.833
CFTR	AKP13	0.823
CFTR	S26A1	0.799
CFTR	PCGF3	0.781
CFTR	CNTP2	0.824
CFTR	DCTN1	0.784
CFTR	DRD2	0.804
CFTR	PPE1	0.84
CFTR	CXB1	0.771
CFTR	CAZA2	0.628
CFTR	A2A3E7	0.837
CFTR	COX3	0.571
CFTR	K1C19	0.751
CFTR	BECN1	0.772
CFTR	PLXB3	0.805
CFTR	S2611	0.737
CFTR	RYR2	0.821
CFTR	TBCE	0.771
CFTR	RAB4A	0.844
CFTR	PARP1	0.816
CFTR	PRKN2	0.759
CFTR	S22A2	0.843
CFTR	VIP	0.534
CFTR	SYT2	0.743
CFTR	F13B	0.823
CFTR	RO60	0.656
CFTR	PA24A	0.818
CFTR	PGH2	0.698
CFTR	PODO	0.838
CFTR	CITE2	0.83
CFTR	TNFL6	0.82
CFTR	FA5	0.687
CFTR	ADCYA	0.57
CFTR	SGK1	0.588
CFTR	ATF6A	0.765
CFTR	NR1I3	0.832
